file_name,sentence
audio/chunk_0111.wav,"Đi giờ nó ra..."
audio/chunk_0112.wav,"Hết cho lưu trữ, hả?"
audio/chunk_0113.wav,"Không phải hay cho ăn hết chỗ, mà là ổ gân hết chỗ, mà cái"
audio/chunk_0114.wav,"đạc và giới hạn của, có được dữ liệu mà lưu trữ, cái này là tạp lóc."
audio/chunk_0115.wav,"Cái thứ 2 nữa là cái sự khác biệt, cái single indirect, double indirect indirect và cái double indirect indirect là gì?"
audio/chunk_0116.wav,"Mình người thấy ở đây, single nó chỉ có 1 lớp,"
audio/chunk_0117.wav,"Bòi tơ, tơ 1 lớp bòi tơ nhưng mà lớp bồ rất là 2 lớp bòi tơ mà chọn thêm bòi tơ, lần mửa là mình đang chọn đặt ta."
audio/chunk_0118.wav,"Típ 4 thì là 3 lớp, chọn thêm bòi tơ, chọn thêm bòi tơ thì mình chọn đặt ta."
audio/chunk_0119.wav,"Đây là sự khác biệt của xin gồ, lớp bồ, lớp bòi, không?"
audio/chunk_0120.wav,"Nhưng bà thế này giới thích cho mọi người về cái cấu trúc của ai nó hết này rồi."
audio/chunk_0121.wav,"Cách mà nó hay đều hà nó lưu trữ, nó cấp phát thì lưu trữ cho phài."
audio/chunk_0122.wav,"Thì nó còn file nó còn nhịp nó còn bé, nó nhỏ, thì mình cắp phát cái nào."
audio/chunk_0123.wav,"Và khi lớn lên, khi lớn thì nó cắp phát cái nào."
audio/chunk_0124.wav,"Và nó cũng có cái giới hạn của cái file, nó gọi là maximum file size."
audio/chunk_0125.wav,"Dùm mọi người delicious"
audio/chunk_0126.wav,"Cái bằng giường mắt trước ngồi bằng trước,"
audio/chunk_0127.wav,"theo là thời gian lại đó,"
audio/chunk_0128.wav,"thì không biết bằng bằng giường hợp ở đây không?"
audio/chunk_0129.wav,"Tạp bóp đi mọi người to ra to ra"
audio/chunk_0130.wav,"Nhưng tương mọi người không có ra cất quả"
audio/chunk_0131.wav,"Mình s small pokemon鼎 nhớ."
audio/chunk_0132.wav,"Tuy nhiễn expedition last week given 10 scheduled haircut"
audio/chunk_0133.wav,"Mọi người chừng có chừng bài cho hành tránh ở đây là xử, chừng bài chỉ có bài nguyễn đất nhanh này, nếu mà câu này được 10 điểm, tìm bạn sẽ được quản tầm 2 điểm."
audio/chunk_0134.wav,"Đấy biết thì kết quả như thế này vô, hãy được 2 điểm."
audio/chunk_0135.wav,"Khi làm bài, những con số nằm phải có lý do là chốt hiện, còn nếu mà nó chưa được giải thích"
audio/chunk_0136.wav,"mà chưa được cực, cực cắp thông tin thì mình phải tính toán bày dễ thích, cho nó cùng tễ."
audio/chunk_0137.wav,"Từng bước 1 cái bày, nó là bây giờ như là bánh nhiều điểm đó."
audio/chunk_0138.wav,"Thì bần trình bài phải gắn thẳng, dụ như là, tôi cho là 1 cái bài, là 20 điểm đi."
audio/chunk_0139.wav,"Thì nó sẽ có những cái bài ra em chấm điểm, nó sẽ có 1 số 2 và 1 khai 3, 4, 5, 6,"
audio/chunk_0140.wav,"vì một các bạn phải múc phương điểm, các bạn phải làm cho đúng."
audio/chunk_0141.wav,"Nhiều bạn cứ nghĩ là..."
audio/chunk_0142.wav,"Ở gửi tính, có ra cái số lực kích của số là đúng là được phương điểm."
audio/chunk_0143.wav,"Nhưng mà tới khi mình chấm thì các bạn sẽ được khoảng những 50-130 thôi."
audio/chunk_0144.wav,"Thắc mắc là sao em làm bài được, mà sao điểm thấp như thế."
audio/chunk_0145.wav,"Nó là một chiếc bàn người đức nhận này thì được chết được là khoảng 80-20% trong trong 100 điểm rồi."
audio/chunk_0146.wav,"Mình quan ra với khúc đó và tự ngầm đỉnh là ok, thầy tự hiệu lấy."
audio/chunk_0147.wav,"Thầy tự hiệu lấy thì điểm là của thầy cho mà điểm của em."
audio/chunk_0148.wav,"Tại bài bài thuy là kiểm tra kiếm thức của mềm mà, đặc biệt ra kiếm thật cùng thấy."
audio/chunk_0149.wav,"thì phải chứng minh thì được phải tây hiện cái này là mình hiểu,"
audio/chunk_0150.wav,"mình hiểu cái bài đó, mình giải đúng, thế thôi."
audio/chunk_0151.wav,"thử cái bài này, blockkkkk xài cũng là 2 ký cho bài"
audio/chunk_0152.wav,"mình sẽ định blok xài, 2 ký bài"
audio/chunk_0153.wav,"và bây giờ chọn đó."
audio/chunk_0154.wav,"Nó bởi thấy hình một cái direct,"
audio/chunk_0155.wav,"In Direct, poi tôi đất bồ,"
audio/chunk_0156.wav,"In Direct và triple Boy Direct."
audio/chunk_0157.wav,"Để cẩn thận hơn thì biết trên mình nhé thích thêm một chiếm của blockkkkk là hai ký,"
audio/chunk_0158.wav,"vô cho xài"
audio/chunk_0159.wav,"mỗi plóc kì bài đất lưu"
audio/chunk_0160.wav,"đúng không? blockkkk anh REST. Tức là số lượng con trỏ, mà nó có thể lưu được là 256 số lượng trọng,"
audio/chunk_0161.wav,"số 256 con trỏ cho một cấp lop, đúng không?"
audio/chunk_0162.wav,"là mình phải ASUM, ASUM là số lượng, có tờ là bao nhiêu hả?"
audio/chunk_0163.wav,"Mình không ASUM, mà mình quen dù một cái là bao nhiêu đó."
audio/chunk_0164.wav,"Đối với ông Thầy khó tin, ông sẽ chờ điểm. Ngày xưa là tôi chờ điểm đó. Bây giờ tôi dễ hơn, tôi không chờ điểm."
audio/chunk_0165.wav,"Cái bạc ra giùm, cho nó trưởng, dành cho con số rất khuyện, nó phải trưởng."
audio/chunk_0166.wav,"Âu ra là 10 đế đá, phói tơ, đúng không?"
audio/chunk_0167.wav,"Thếm giảm nó chỉ nói từ 10-15 thôi."
audio/chunk_0168.wav,"Nó thật ra nó là cái kích thước cần giữ cuối cùng mà 32 thì máy thôi giữ mình phải giữ ra, nha. Đừng có đỡ ông thấy ông tính."
audio/chunk_0169.wav,"Cho một cuộc số bạng đi ra 20 kỷ cộng 152 cộng hôm 8032 kích hết, thì đã lỏ nhiều."
audio/chunk_0170.wav,"Mà xong tôi xa đồng và đặc biểu thức ở đâu."
audio/chunk_0171.wav,"Nga Lui, Lui là phải đánh ra 32.7, 1 quốc tính toán to cho kỳ gì đâu."
audio/chunk_0172.wav,"Tâm chiếc các bạn chỉ cần lấy 100.8 mềm mà chia cho 1,24 mềm là ra được là bao nhiêu gích"
audio/chunk_0173.wav,"là không bất mấy đó là xong. Cộng 132 được là xong."
audio/chunk_0174.wav,"Nhi mà nhiều bằng người rất là lời biến để nguyên biến thức luôn."
audio/chunk_0175.wav,"Tâm chi là không bị bị sức nữa."
audio/chunk_0176.wav,"Đóng người cái khách trình bày của bạn đất nhận cái này vậy, đây là cái đĩnh hình, cái bạn cứ như vậy."
audio/chunk_0177.wav,"Thôi sẽ chấm là đất nhận 2 đếp trên mời."
audio/chunk_0178.wav,"Hoàng bây giờ có được phôn điếp."
audio/chunk_0179.wav,"Thì mình làm được không phải là mình cứ gây công thức cái ra là đúng mà là thực ra là một phía trình bày"
audio/chunk_0180.wav,"thế nào thấy thì được bần hiểu được cái bài."
audio/chunk_0181.wav,"Đấy thế thôi bởi hai, bởi hai cũng tương tự thật cho mọi người làm quen."
audio/chunk_0182.wav,"Có nếu mà nó dễ quá, thấy quài là mọi người bà, chúng ta chỉ có 1 tiếng hồ thôi bà."
audio/chunk_0183.wav,"Và đây là một hệ thống sống tư biết."
audio/chunk_0184.wav,"thức thức của blockkkkk là 32 kg bài, chứ dụng mẹ nốt kìm, đánh mắt sụng xa xài, đánh ra, nó giọng nó chỉ lòng giọng lòng giọng đâu đó thôi, thì hà sẽ hỏi như cơ hỏi."
audio/chunk_0185.wav,"Nhưng cái tác bụt sẽ bồi sẽ bị cơ màu cái tính toán đó."
audio/chunk_0186.wav,"Bài này thì chúng ta có"
audio/chunk_0187.wav,"52 cưới hả? Nó kì bài"
audio/chunk_0188.wav,"Những cái thông tin cho ngại như là ình sích thay phò bích, dư ních, chit tầm file, tựa, đầy, đồng tự hệ thống, chit tầm file dư ních, xám tự bích, hay tấm 32 bích, hay là xám tự bích, tựa, dư nữ tầm tin này, nó tới khi gì đi vậy."
audio/chunk_0189.wav,"Thật ra sống ở từ biết, thật bà mê hai biết là nó gần nhật tương ứng, bởi là cái thông dân đi chảy, cân gây là đi chảy, cũng trỏ, trình hệ thống, nấu đi chảy mà."
audio/chunk_0190.wav,"nhưng mà mình phải có mỗi câu như thế thích, hãy thống xong tự bích."
audio/chunk_0191.wav,"Chúng là tự nguyên với định, ký con trỏ ở xong tự bích,"
audio/chunk_0192.wav,"Chỉ lỗi anh tâm bài, nha, bộ tờ xa ai."
audio/chunk_0193.wav,"so one blockkkkk can have"
audio/chunk_0194.wav,"32 kg chờ 8,"
audio/chunk_0195.wav,"rất nhiều, rất nhiều, rất ạc, đào mẹ nhé"
audio/chunk_0196.wav,"ở đây, mình sẽ gửi phá mà,"
audio/chunk_0197.wav,"trong những chuyện nhiều đã rắc vôy tờ có ạc"
audio/chunk_0198.wav,"mời, đã rắc vôy tờ"
audio/chunk_0199.wav,"nhưng bà hai, là bà 120 ký bà, đúng rồi"
audio/chunk_0200.wav,"mình có thể thể lấy được 4 ngày không 1996 nhưng bà hai"
audio/chunk_0201.wav,"Kỳ nó ra 1, 3, 1, 1, 1, 1, 1, 2, kỳ bài."
audio/chunk_0202.wav,"Cái bạn số bạn thích dùng cái kiểu mình nhân từ mình ra như vậy."
audio/chunk_0203.wav,"1,5 bố là 4 cà nhận cho 32"
audio/chunk_0204.wav,"Đi cà với cà là thành mê đúng không? Thật ra là 1,28"
audio/chunk_0205.wav,"Mình được thể khí ngay đặt sinh cơ, dinh direct là lưu được vào 180 mê."
audio/chunk_0206.wav,"4,960, tức là 4, nhưng mà 1,280, 1,322 ký, đúng không?"
audio/chunk_0207.wav,"Tức là 4 ký, 4,1,460, tức là 4 ký, 4 ký với ký, ra mê, mê ra ký,"
audio/chunk_0208.wav,"gây với gây là ra nhằm nhằm, ký bị ký, thì ra mê, ký bị mê ra gây, ký bị ký ra tê,"
audio/chunk_0209.wav,"bánh nhanh cho một ngàn mà, nhanh cho một con hay bốp."
audio/chunk_0210.wav,"Vì chào hôm 8 mơ, thì nó tường minh hơn được ghi 1, 3, 1, không phải 2, không xai, không xai, nhưng mà tính toa."
audio/chunk_0211.wav,"Mời lần nhà xuống nhìn cái số 5, 3, 6, 8, 7, không 9, 1, 2, ký vậy."
audio/chunk_0212.wav,"sau đó thực ra là dị, 4 ký nhân, 4 ký nhân, 32 ký bài, nhưng bằng nhiều, ký đầm mềm, mềm ký nữa là dị,"
audio/chunk_0213.wav,"Nó sẽ bàn lệ dịt."
audio/chunk_0214.wav,"Bà phê duy đã rõ là mạch xuống vài xa sẽ bằng tích xuống vài mây tích xuống để cầm lại nhanh."
audio/chunk_0215.wav,"Các bạn ghi lợi của tu khở hai không 48.5TB mà không nói câu nào là có giới mất địa"
audio/chunk_0216.wav,"có nhé. Hai không 48.5TB là cái gì và này cũng nói là cái gì."
audio/chunk_0217.wav,"Các bạn cũng số đó còn lại."
audio/chunk_0218.wav,"Nga 3, 2 trong 4, 8, 5, tự là bài. Nga nếu bạn muốn phương định hả?"
audio/chunk_0219.wav,"Cảm ơn bạn quanh chiến, bia thèan sẽ tiếp bọn người hiểu đúng không?"
audio/chunk_0220.wav,"Chúng ta chỉ có khoảng 1 tí nông hồ thôi rồi, vì thì hà phải 10 giờ thì hà phải lên, bậm 10 lưỡi thì hà sẽ có họ có đẹp gian cho nên là 10 giờ thì hà phải đi rồi, cho nên"
audio/chunk_0221.wav,"tiếp tục quota số 3 này, chúng ta sẽ có khoảng 5 phút ở dạ."
audio/chunk_0222.wav,"Đi cấp đồn bài 1, bài 2, bài 2, bài 3 có hơn, có hơn chút xíu ha, sẽ có hơn chút xíu đầy bằng người có thể theo dõi."
audio/chunk_0223.wav,"nếung này crowded"
audio/chunk_0224.wav,"Để không bỏ lỡ lỡ lỡ lỡ lỡ l"
audio/chunk_0225.wav,"Ngoài gầm cố, bố rất bà giả cho nên đây nhanh."
audio/chunk_0226.wav,"đẹp với tờ đàn 5 bờ, tờ là 1, tờ 8 đậu đầy mà rồi, 8 bài, tờ 8 bài thì có 1 tờ 8 bài hông?"
audio/chunk_0227.wav,"xong chăm lệp tự buồn rồi chiếc tám mà 13 ngon là nguyễn tấu ra vậy."
audio/chunk_0228.wav,"Cảm ơn nguyễn tại vì bạn nghĩ thứ 13 cuối tơ nhưng mà chiếc tám đó không?"
audio/chunk_0229.wav,"Thưa tám này không xúc hiện mà không có đi đi dãi hết là xong phim rồi."
audio/chunk_0230.wav,"Để cho nè, để cho nè. Một không 25 phôi tâm blockkkk, đối với lại đức bồi, nè, rác, đúng không?"
audio/chunk_0231.wav,"thầy mình nhìn lại có này, mình nhìn là tui hà xe là cái hình stop bài tạp nhé, xe là cái bài tạp nhé, chứ bồi tơ ngang"
audio/chunk_0232.wav,"Đức buộc lóc này, đức buộc thì chỉ cứ đức buộc này. Đầu tiên nó trở thấy một lóc đúng không?"
audio/chunk_0233.wav,"Rồi một đống một lóc buộc này nữa. Đức buộc lóc này, đức buộc lóc này, đức buộc lóc này, đức buộc lóc này."
audio/chunk_0234.wav,"Như vậy 1 không hay lăn mà chính là 1 cộng vẫn là 1 không hay bốn đúng không?"
audio/chunk_0235.wav,"Cái poi tơ đầu cũng có tập blockkkk đầu tiên này là chỉ trỏ tới 1 không hay bốn như vậy mình tính là được kích poi tập blockkkk đầu tiên là 1"
audio/chunk_0236.wav,"Cảm ơn 1 không hay bốn như vậy cái poi tập blockkkk đầu tiên này là chỉ trỏ tới 1 không hay bốn poi tập blockkkk thì không có nó là 1 không hay lăn đúng không?"
audio/chunk_0237.wav,"Như vậy, cho là 1 không hay 5, nhưng mình phải hiểu rằng nó là 1 hồi tơ blóc, cộng với 1 không hay 4."
audio/chunk_0238.wav,"Như vậy ở đây, mình có thể hiểu rằng là 1 hồi tơ blóc này, nó trỏ tới 1 không hay 4."
audio/chunk_0239.wav,"Mình cách lượng được là một cái pointer blockkkkk có thể là chứa được 1,24p đúng không trở đúng không?"
audio/chunk_0240.wav,"Nhưng như vậy mình tính được là loxai liền không?"
audio/chunk_0241.wav,"Cả chứa, loxai, chứa, chứa, chứa, loxai."
audio/chunk_0242.wav,"Nhưng là cái đem các bạn."
audio/chunk_0243.wav,"Rồi mà nó chứa tối đa lại 8k."
audio/chunk_0244.wav,"mình chỉ biết được là 1 cái water blockkkkk như vậy, như vậy là 1, nhanh với lại 1,2,4, đúng không, nhanh với lại tiếp tục như vậy là 1,4 này là 1 cái water blockkkkk là 1,2,4 đúng không, tại vì kích thước của"
audio/chunk_0245.wav,"Cũng đã blockkkkk và phùa blockkkkk chúng nhau đúng không?"
audio/chunk_0246.wav,"Như vậy, trong 1,24 buông phùa tờ này, nó sẽ trỏ tới 1,24 blockkkkk."
audio/chunk_0247.wav,"Mình nhân cho 1,24 buông."
audio/chunk_0248.wav,"Nhân cho lóc sai."
audio/chunk_0249.wav,"Thì sẽ bàn 8GB."
audio/chunk_0250.wav,"dìa là 1 ký, nhanh cho 1 ký, nhanh blockkkkk sai, sợp bàn là 8 ký, nhanh cho 1 ký, nhanh"
audio/chunk_0251.wav,"8 git ở đây là 8, nhưng 1 ký, nhưng 1 ký, nhưng 1 ký, bà ai"
audio/chunk_0252.wav,"Như vậy, suy ra blockkkkk xa là nhiều, blockkkkk xa sẽ bàn là gì?"
audio/chunk_0253.wav,"có plop xài là 8k bài rồi, có số lượng pointer trong 1 plop rồi,"
audio/chunk_0254.wav,"như vậy là 8 ký,"
audio/chunk_0255.wav,"vì cho nhiêu, 1,24, tức là ký 1 ký thì bằng 8 bài,"
audio/chunk_0256.wav,"nhưng bài kích thức cùng tỏ là 8 bài, pointer xài."
audio/chunk_0257.wav,"Mọi người Cấp cho thương cái bài xấu 4, vừa mê mô ruy nữa, vừa nha, tự dã nha."
audio/chunk_0258.wav,"Cái bài, schedul thì dễ ra."
audio/chunk_0259.wav,"Cái bài này cũng dễ không khó. Mọi người có thể cấp bây đợi, kép lại đi rồi, bây giờ tìm hiểu hả?"
audio/chunk_0260.wav,"Thì hà, chắc phải đời đi kết trẻ ra."
audio/chunk_0261.wav,"Để không bỏ lỡ lỡ lỡ lỡ lỡ"
audio/chunk_0262.wav,"mọi ng có thể nghỉ r ha. mọi người ôn thi tốt nhé. bye bye chứ."
audio/chunk_0263.wav,"mọi ng có thể nghỉ r ha. mọi người ôn thi tốt nhé. bye bye chứ."
